position,title,placeId,dataId,thumbnail,phone,address,website,description,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,longitude,latitude,area
9,The Loft Bar,ChIJLdMHvXTvNIgR80MgN326MCA,0x8834ef74bd07d32d:0x2030ba7d372043f3,https://lh5.googleusercontent.com/p/AF1QipOz6iyoy2FmU9bbfNOgcjHD_sLCGsqBal2mV11y=w122-h92-k-no,(412) 871-5387,"1118 S Braddock Ave, Pittsburgh, PA 15218",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5\u202fPM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5\u202fPM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5\u202fPM–12\u202fAM', 'date': '2023-10-18'}]}",4.9,15.0,Bar,"{'latitude': 40.4320562, 'longitude': -79.8937686}","['Takeout', 'Dine-in', 'Delivery']",-79.8937686,40.4320562,regent square
10,Park Pizza & Cream,ChIJBXsjpODtNIgRG6z6bTSjwNc,0x8834ede0a4237b05:0xd7c0a3346dfaac1b,https://lh5.googleusercontent.com/p/AF1QipNqi2Ec6gtnKS9_pwniQyWVJYuuKWWSoZN3S9ay=w122-h92-k-no,(412) 871-3922,"7600 Forbes Ave, Pittsburgh, PA 15221",http://parkpizzacream.com/,"Laid-back spot for pies & frozen treats. Easygoing joint with sidewalk tables & a menu of specialty pizzas, hoagies, ice cream & sundaes.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-18'}]}",4.3,196.0,Pizza restaurant,"{'latitude': 40.4395609, 'longitude': -79.8974166}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.8974166,40.4395609,regent square
11,Murphy's Tap Room,ChIJDUMnVXTuNIgRr5fB9bhCvTk,0x8834ee745527430d:0x39bd42b8f5c197af,https://lh5.googleusercontent.com/p/AF1QipMR-EO-wy2Rv_rpboQqM7vqFY7moSb06St-dDuC=w122-h92-k-no,(412) 241-9462,"1106 S Braddock Ave, Pittsburgh, PA 15218",undefined,"Easygoing Irish-themed bar with games. Casual Irish pub offering a variety of brews, along with pool, darts & other games in simple digs.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12\u202fPM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12\u202fPM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-18'}]}",4.4,152.0,Bar,"{'latitude': 40.432431, 'longitude': -79.894004}","['Outdoor seating', 'Dine-in', 'Delivery', 'Takeout']",-79.894004,40.432431,regent square
12,Hemlock House,ChIJPbf6Ku7vNIgRmEP17RTpFfU,0x8834efee2afab73d:0xf515e914edf54398,https://lh5.googleusercontent.com/p/AF1QipM1ttHDoHGMD1S_h9FiQWgZt-rguEK85XHAt4tc=w80-h106-k-no,(412) 660-2742,"1126 S Braddock Ave, Swissvale, PA 15218",https://www.hemlockhousepgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.8,42.0,Restaurant,"{'latitude': 40.4321614, 'longitude': -79.8937624}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.8937624,40.4321614,regent square
13,Live Fresh Cold Pressed Juice + Smoothie Bar,ChIJawup6WjvNIgRfJmT-4-VErA,0x8834ef68e9a90b6b:0xb012958ffb93997c,https://lh5.googleusercontent.com/p/AF1QipNZa12FSTFCW-3Pk9_fcUPuBdV71lbFyOFWyuyw=w80-h106-k-no,(412) 839-1155,"1104 S Braddock Ave, Pittsburgh, PA 15218",http://www.livefreshjuicery.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–2\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",5.0,41.0,Juice shop,"{'latitude': 40.432539899999995, 'longitude': -79.8940149}","['Identifies as Black-owned', 'Identifies as women-owned']",-79.8940149,40.432539899999995,regent square
14,Applebee's Grill + Bar,ChIJ2TbrsXHuNIgRkv04XuXKrmE,0x8834ee71b1eb36d9:0x61aecae55e38fd92,https://lh5.googleusercontent.com/p/AF1QipPiG_nFxsi3WW0Ui0hMywffyZVKUGoamFn4m8kN=w122-h92-k-no,(412) 731-9782,"Towne Centre, 1601 South Braddock Avenue Edgewood, Pittsburgh, PA 15218",https://restaurants.applebees.com/en-us/pa/pittsburgh/1601-south-braddock-avenue-86079,Casual American bar & grill chain. Full-service chain bar & grill providing hearty American eats in an informal setting.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",3.9,1683.0,Restaurant,"{'latitude': 40.4263401, 'longitude': -79.88894119999999}","['No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']",-79.88894119999999,40.4263401,regent square
15,Hunan Cafe,ChIJ_wiRzaPvNIgR0lmgImTRr74,0x8834efa3cd9108ff:0xbeafd16422a059d2,https://lh5.googleusercontent.com/p/AF1QipPrJyZFxIyy50glYkAOJXUVkzbmh38Px0IhPhJB=w122-h92-k-no,(412) 242-4527,"1615A S Braddock Ave, Pittsburgh, PA 15218",http://www.hunancafepgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11:30\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-18'}]}",4.5,77.0,Chinese restaurant,"{'latitude': 40.426653699999996, 'longitude': -79.8879311}","['Delivery', 'Takeout', 'Dine-in']",-79.8879311,40.426653699999996,regent square
16,Thai Terrace,ChIJe6WMlXnuNIgRgKj270LJxlE,0x8834ee79958ca57b:0x51c6c942eff6a880,https://lh5.googleusercontent.com/p/AF1QipMWNFGBk2EISRMRdtOiLN1x_EGxYFQOL1NoNgzL=w122-h92-k-no,(412) 731-0740,"247 Edgewood Ave, Pittsburgh, PA 15218",http://www.thaiterracepittsburgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2:30\u202fPM', 'date': '2023-10-18'}]}",4.6,187.0,Thai restaurant,"{'latitude': 40.430506, 'longitude': -79.8840737}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.8840737,40.430506,regent square
17,GoodFellas Restaurant & Tavern,ChIJCYI0o2_uNIgRbqHvHofY0NE,0x8834ee6fa3348209:0xd1d0d8871eefa16e,https://lh5.googleusercontent.com/p/AF1QipNePboU8SnPlsOPL3l0TWOAODDtTinyd2s2nNAh=w137-h92-k-no,(412) 351-6551,"1915 McCague St, Pittsburgh, PA 15218",http://www.goodfellasswissvale.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.4,484.0,Bar & grill,"{'latitude': 40.4224651, 'longitude': -79.88732279999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.88732279999999,40.4224651,regent square
18,Soul Food Connection,ChIJI-tEd9DtNIgR59mwtGJt5pU,0x8834edd07744eb23:0x95e66d62b4b0d9e7,https://lh3.googleusercontent.com/gps-proxy/AFm_dcSB1Hz8cRDSCrEAJhLz9BfP8FpGdXNHgbKEJN0NceBvlnzNYol3VxJktY9V1g8SAWLGK3NfvjFBpxyWEQvcDPNejMWQurksxQjK_1qjghnEKgGLGTZXsUa050HDeZz7PHe4J0N7Q8ki1X4WHMTSq61fSs-9W-i4KjHM9GB5L2jSWi2ZRbouvZilqDRTdXF-SIr9mKI=w138-h92-k-no,(412) 241-4910,"819 Wood St, Pittsburgh, PA 15221",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–7:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Closed', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-18'}]}",4.4,194.0,Soul food restaurant,"{'latitude': 40.4425442, 'longitude': -79.8854781}","['Takeout', 'Dine-in', 'Delivery']",-79.8854781,40.4425442,regent square
19,Joe & Pie,ChIJM48iWHDuNIgRIk_bIyDKqx8,0x8834ee7058228f33:0x1fabca2023db4f22,https://lh5.googleusercontent.com/p/AF1QipM7QAgZdY2rBqwMH3OYZNjJnmBUegoVCLgmkCsk=w163-h92-k-no,(412) 776-0781,"1621 S Braddock Ave, Pittsburgh, PA 15218",https://www.joeandpie.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–1\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.2,554.0,Pizza restaurant,"{'latitude': 40.4268662, 'longitude': -79.8878117}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.8878117,40.4268662,regent square
20,Brians' Park Place Tavern,ChIJY1yLyd3tNIgRAEdLzD7-0ms,0x8834edddc98b5c63:0x6bd2fe3ecc4b4700,https://lh5.googleusercontent.com/p/AF1QipMA7vuvy9H3w8-XWqLi187QEeTqSW6M09fxgjEX=w80-h106-k-no,(412) 247-9250,"534 Peebles St, Pittsburgh, PA 15221",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.5,70.0,Bar,"{'latitude': 40.441306499999996, 'longitude': -79.8944475}","['Takeout', 'Dine-in', 'Delivery']",-79.8944475,40.441306499999996,regent square
